2021-11-05 15:02:14,572 - INFO - python main.py algo -dl d1 -ll 2 3 -ol I W RI RW -ml brute -gl 20 -bl 1 2 3
2021-11-05 15:02:14,572 - INFO - ====================_2.0
2021-11-05 15:02:14,603 - INFO - load:../zdata/residence_217_spl.pkl
2021-11-05 15:02:14,604 - INFO - Finish random requester set R and supplier set S 
2021-11-05 15:02:38,802 - INFO - compute (0.95, 0.6)
2021-11-05 15:02:38,802 - INFO - compute (0.95, 0.65)
2021-11-05 15:02:38,803 - INFO - compute (0.95, 0.7)
2021-11-05 15:02:38,803 - INFO - compute (0.95, 0.75)
2021-11-05 15:02:38,803 - INFO - compute (0.95, 0.8)
2021-11-05 15:02:38,804 - INFO - compute (0.95, 0.85)
2021-11-05 15:02:38,804 - INFO - compute (0.95, 0.9)
2021-11-05 15:02:38,805 - INFO - compute (0.95, 0.95)
2021-11-05 15:02:38,805 - INFO - compute (0.95, 1.0)
2021-11-05 15:02:38,805 - INFO - compute (1.0, 0.0)
2021-11-05 15:02:38,806 - INFO - compute (1.0, 0.05)
2021-11-05 15:02:38,806 - INFO - compute (1.0, 0.1)
2021-11-05 15:02:38,806 - INFO - compute (1.0, 0.15)
2021-11-05 15:02:38,806 - INFO - compute (1.0, 0.2)
2021-11-05 15:02:38,806 - INFO - compute (1.0, 0.25)
2021-11-05 15:02:38,807 - INFO - compute (1.0, 0.3)
2021-11-05 15:02:38,807 - INFO - compute (1.0, 0.35)
2021-11-05 15:02:38,807 - INFO - compute (1.0, 0.4)
2021-11-05 15:02:38,807 - INFO - compute (1.0, 0.45)
2021-11-05 15:02:38,807 - INFO - compute (1.0, 0.5)
2021-11-05 15:02:38,808 - INFO - compute (1.0, 0.55)
2021-11-05 15:02:38,808 - INFO - compute (1.0, 0.6)
2021-11-05 15:02:38,808 - INFO - compute (1.0, 0.65)
2021-11-05 15:02:38,809 - INFO - compute (1.0, 0.7)
2021-11-05 15:02:38,809 - INFO - compute (1.0, 0.75)
2021-11-05 15:02:38,810 - INFO - compute (1.0, 0.8)
2021-11-05 15:02:38,810 - INFO - compute (1.0, 0.85)
2021-11-05 15:02:38,811 - INFO - compute (1.0, 0.9)
2021-11-05 15:02:38,811 - INFO - compute (1.0, 0.95)
2021-11-05 15:02:38,811 - INFO - compute (1.0, 1.0)
2021-11-05 15:02:41,264 - INFO - ============================== d1_2_A_brute  b=2
2021-11-05 15:02:41,264 - INFO - compute (0.0, 0.0)
2021-11-05 15:02:41,265 - INFO - compute (0.0, 0.05)
2021-11-05 15:02:41,265 - INFO - compute (0.0, 0.1)
2021-11-05 15:02:41,265 - INFO - compute (0.0, 0.15)
2021-11-05 15:02:41,300 - INFO - compute (0.0, 0.2)
2021-11-05 15:02:41,359 - INFO - compute (0.0, 0.25)
2021-11-05 15:02:41,417 - INFO - compute (0.0, 0.3)
2021-11-05 15:02:41,615 - INFO - compute (0.0, 0.35)
2021-11-05 15:02:42,303 - INFO - compute (0.0, 0.4)
2021-11-05 15:02:43,435 - INFO - compute (0.0, 0.45)
